imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,dislikeCount_rc,like_ratio
6.6,22,39,24767490,Summit Entertainment,14-Mar-08,2008,3,1039234,163,2886,86,20000000,24850922,neutral,subjective,0.584516108,1,-1985320,2823453,9159624,9575722,23322979,9899276,11176802,15758336,17.02840541,4985.069909,86,33.55813953
4,0,24,26812746,Warner Bros. Pictures,4-Jan-08,2008,1,861137,369,2443,203,20000000,26890041,negative,subjective,0.402226686,1,27560164,6890041,9159624,33612924,31360854,9899276,18199373,12943408,17.10726655,5185.560818,203,12.03448276
6.8,36,55,26351341,20th Century Fox/Regency Films,11-Apr-08,2008,4,17635,1,22,1,20000000,26418667,positive,objective,0.913474798,0.999999749,29485210,13919989,18347276,9575722,13464425,8133748,6418667,9722257,17.0895814,5139.90924,1,22
5.7,39,50,15988876,Sony/Screen Gems,4-Dec-09,2009,12,276784,85,284,30,20000000,15988876,neutral,subjective,0.741405666,1,-9426801,-1823779,9159624,9575722,18416293,9899276,17168865,20762074,16.58740379,3998.609258,30,9.466666667
6.5,71,55,38240768,Overture Films,26-Feb-10,2010,2,257357,84,333,21,20000000,39123589,negative,subjective,0.469307661,1,36793310,19123589,9159624,28637514,29138638,8133748,1408577,570493,17.48223614,6254.885211,21,15.85714286
6.5,67,57,3.00E+07,Lionsgate,8-Jan-10,2010,1,434719,52,371,20,20000000,30101577,negative,subjective,0.404721409,1,40406308,38154408,9159624,24080271,30493478,8133748,8496685,10358090,17.22008812,5486.490408,20,18.55
5.9,20,33,4.24E+07,Walt Disney Studios,31-Mar-10,2010,3,4408878,118,12188,715,20000000,62950384,neutral,subjective,0.450932264,1,115847354,42950384,9159624,9575722,30779995,12706625,16113867,24118945,17.95785742,7934.127803,715,17.04615385
6.6,38,60,723714,Paramount Pictures,6-Aug-10,2010,8,1808043,326,1273,105,20000000,754301,negative,subjective,0.783739984,1,-56562895,-19245699,9159624,9575722,19579252,8133748,22280237,-3611204,13.53354677,868.5050374,105,12.12380952
3.4,4,18,3.63E+07,20th Century Fox,18-Aug-10,2010,8,825535,451,2056,215,20000000,36661504,negative,subjective,0.650703311,1,52171097,12724054,13196632,9575722,11237616,9899276,12579404,13031627,17.41723783,6054.8744,215,9.562790698
5.8,17,28,25677801,Touchstone Pictures,24-Sep-10,2010,9,10486649,225,19389,603,20000000,25702053,negative,subjective,0.68484658,1,44198170,36965667,9159624,9575722,40381540,12706625,-1125237,24118945,17.06208143,5069.719223,603,32.15422886
5.7,44,47,100292856,Sony Pictures,24-Jun-11,2011,6,536803,NA,1317,111,20000000,100292856,negative,subjective,0.940688014,1,150315271,20717826,9159624,9575722,11237616,8133748,21745046,20441134,18.42360502,10014.6321,111,11.86486486
5.8,39,43,2.25E+07,20th Century Fox,1-Jul-11,2011,7,12707201,5877,35504,1906,20000000,23186769,positive,subjective,0.670403957,1,38289077,22624818,9159624,15093481,38789834,12706625,12579404,13031627,16.95909237,4815.264167,1906,18.62749213
6.1,37,48,14291570,FilmDistrict,13-Apr-12,2012,4,2822590,870,2730,250,20000000,14326864,neutral,subjective,0.519427419,1,44417261,-11346272,16312415,4817545,21403795,9899276,-9725060,-14158085,16.47764693,3785.084411,250,10.92
6,70,65,605747,Paramount Studios,21-Dec-12,2012,12,40731,NA,NA,NA,20000000,610792,neutral,subjective,0.64295119,1,-60464477,-19389208,9159624,9575722,5919330,8133748,-7228379,-3611204,13.32251175,781.5318292,NA,NA
8.1,96,96,50628650,Fox Searchlight Pictures,18-Oct-13,2013,10,4934561,4556,12502,566,20000000,56671993,positive,objective,0.757398665,1,114939596,36671993,9159624,12012154,12254326,8133748,8804638,9722257,17.8527907,7528.0803,566,22.08833922
5,6,29,8888355,Sony Pictures,20-Sep-13,2013,9,3453645,1446,10692,648,20000000,8888355,neutral,subjective,0.597802043,1,-39167313,-11111645,9159624,9575722,20010532,9899276,21745046,20762074,16.00025255,2981.334433,648,16.5
7.5,86,68,137387272,Warner Bros. Pictures,19-Jul-13,2013,7,6924221,3597,13312,1015,20000000,137400141,neutral,subjective,0.600028634,1,259321655,41553370,23227027,9575722,42232052,8133748,18199373,34076409,18.73840796,11721.78062,1015,13.11527094
3.5,4,11,32014289,The Weinstein Company,12-Apr-13,2013,4,13460109,11172,29979,6970,20000000,32015787,negative,subjective,0.388142467,1,59972566,48450143,29102503,9575722,11237616,9899276,4896905,1796841,17.28173968,5658.249464,6970,4.301147776
4.9,24,39,51033986,Warner Bros. Pictures,2-Jul-14,2014,7,4198822,1217,9195,739,20000000,84525432,positive,subjective,0.593607724,1,160613043,64525432,9159624,9575722,22007079,8133748,18199373,34076409,18.25256302,9193.77137,739,12.44248985
6.3,52,51,NA,Sony Pictures,19-Feb-16,2016,2,8075,0,5,0,20000000,36880033,positive,subjective,0.447522074,1,67520132,16880033,9159624,9575722,20219876,9899276,21745046,20441134,17.42318085,6072.893297,1,5
7.4,57,51,56228651,Warner Bros. Pictures,3-Jun-16,2016,6,6784137,1811,30044,1073,20000000,56245075,negative,subjective,0.549887359,1,144980300,36245075,14027331,12012154,16688793,9899276,18199373,34076409,17.84522904,7499.671659,1073,28
7.2,59,60,12533911,Dreamworks Pictures,2-Sep-16,2016,9,1394378,306,3612,190,20000000,12545979,positive,subjective,0.925846457,1,-55294927,2551942,9159624,28337257,16688793,9899276,9005072,24118945,16.34491077,3542.03035,190,19.01052632
5.2,45,51,22092592,Columbia Pictures,16-Jun-17,2017,6,4903189,4892,21014,13652,20000000,22105643,positive,subjective,0.769153059,1,17885985,2105643,9159624,9575722,11237616,8133748,12442899,20441134,16.91134347,4701.663854,13652,1.539261647
6.8,62,64,7468700,Miramax Films,16-Sep-05,2005,9,113949,18,88,3,20000000,524668,positive,objective,0.800510526,1,-17590156,13338325,9159624,9575722,19012744,9899276,-1282213,-19475332,13.17052096,724.3396993,3,29.33333333
7.5,69,69,34237104,Paramount Classics,27-Oct-06,2006,10,15357,1,15,0,20000000,34302837,negative,subjective,0.55289191,1,39795290,14302837,74371330,16553328,5919330,8133748,2832026,-3611204,17.35073862,5856.862385,1,15
5.1,9,24,22999535,Buena Vista Pictures,24-Mar-06,2006,3,959,0,0,0,20000000,23086480,neutral,subjective,0.452343941,1,-6167477,27674212,9159624,9575722,24989091,9899276,28777378,24118945,16.95475772,4804.839227,1,0
6.4,30,53,26870825,Buena Vista Pictures,28-Apr-06,2006,4,44978,1,67,6,20000000,26910736,neutral,subjective,0.584097147,1,51703892,6910736,9159624,17808743,29437806,9899276,28777378,24118945,17.10803587,5187.555879,6,11.16666667
6.8,20,36,9479756,Fox Atomic,31-Aug-07,2007,8,593391,222,1128,39,20000000,9534258,positive,subjective,0.574595034,1,-1857920,41553370,9159624,9575722,18416293,8133748,-7342817,13031627,16.07040198,3087.759382,39,28.92307692
5.9,18,25,18882880,Universal Pictures,11-May-07,2007,5,204979,29,401,14,20000000,19103072,negative,subjective,0.451281786,1,15911869,-896928,9159624,9575722,17156946,8133748,20852222,24540500,16.76535972,4370.706121,14,28.64285714
8.1,82,73,18173360,Paramount Vantage,21-Sep-07,2007,9,1878732,NA,NA,NA,20000000,18354356,neutral,objective,0.524376214,1,7799476,-1645644,112148,9575722,20108730,8133748,-1097270,-3611204,16.72537749,4284.198408,NA,NA
7.6,66,61,15690103,Paramount Vantage,14-Dec-07,2007,12,125738,NA,NA,NA,20000000,15800078,neutral,subjective,0.456574976,1,-16799688,-7666760,29530314,16850658,5919330,9899276,-1097270,-3611204,16.57552543,3974.931194,NA,NA
3.8,40,41,94497271,Walt Disney Pictures,3-Oct-08,2008,10,949050,NA,1607,238,20000000,94514402,neutral,subjective,0.649909019,1,232939177,74514402,9159624,9575722,26334703,12706625,24295569,24118945,18.36426278,9721.851778,238,6.75210084
7,59,57,4234040,Universal Pictures,3-Oct-08,2008,10,210793,44,369,14,20000000,4442377,neutral,subjective,0.848913014,1,-36983393,-13455417,15035100,18282396,10930973,9899276,20852222,24540500,15.30670015,2107.694712,14,26.35714286
5.3,2,12,6515869,Paramount Classics,1-Feb-08,2008,2,336162,NA,NA,NA,20000000,6575282,neutral,subjective,0.802449167,1,10655254,4906335,9159624,9575722,20415373,8133748,2832026,-2903378,15.69882802,2564.231269,NA,NA
5.6,30,38,1.22E+07,20th Century Fox,27-Mar-09,2009,3,996223,246,833,61,20000000,12234694,neutral,objective,0.710554063,1,-23244350,-7765306,9159624,9575722,18416293,9899276,12579404,13031627,16.31978624,3497.812745,61,13.6557377
6.8,66,55,3479844,Summit Entertainment,15-May-09,2009,5,11155,0,8,0,20000000,3531756,positive,subjective,0.347022891,1,-63568088,7214568,33481073,9575722,26334703,9899276,11176802,15758336,15.07730576,1879.296677,1,8
7,56,42,41472886,Warner Bros. Pictures,24-Jul-09,2009,7,4290985,3169,NA,NA,20000000,41596251,neutral,subjective,0.65597856,1,78013087,20220107,60029625,26515417,42232052,8133748,18199373,12943408,17.5435206,6449.515563,NA,NA
4.8,46,53,20875468,Warner Bros. Pictures,21-Aug-09,2009,8,304676,339,722,112,20000000,20919166,neutral,subjective,0.601005614,1,36450727,7677049,9159624,28637514,29230478,12706625,18199373,12943408,16.85617633,4573.747479,112,6.446428571
5.6,11,33,29062561,Screen Gems,16-Oct-09,2009,10,567620,257,604,64,20000000,2488740,positive,subjective,0.981729746,1,-9388871,-10357512,13196632,9575722,13293504,9899276,13604476,-17511260,14.72728712,1577.574087,64,9.4375
7.3,89,84,7.85E+07,Fox Searchlight Pictures,16-Nov-11,2011,11,4596764,1110,4838,334,20000000,82584160,neutral,subjective,0.575131416,1,179520595,34119536,9159624,9575722,17156946,8133748,8804638,9722257,18.22932845,9087.582737,334,14.48502994
5.1,8,31,856849,Freestyle Releasing,29-Apr-11,2011,4,125613,89,307,57,20000000,1186538,neutral,objective,0.888040602,1,-6431387,667818,9159624,9575722,18782711,9899276,-13680536,-18813462,13.98655038,1089.283251,57,5.385964912
5.6,28,41,5658869,Open Road,11-Oct-13,2013,10,287446,283,1448,151,20000000,8008161,negative,objective,0.683789968,1,-51918249,7677049,15035100,-7396444,14648344,8133748,-11991839,-590462,15.8959717,2829.869432,151,9.589403974
4.8,18,31,34334256,Lionsgate Films,4-Jan-13,2013,1,698187,817,1630,140,20000000,34341945,negative,subjective,0.651600599,1,51919866,20043332,9159624,9575722,29138638,8133748,17163082,10358090,17.35187805,5860.200082,140,11.64285714
6.3,16,30,NA,Universal Pictures,14-Feb-14,2014,2,17757545,3120,42470,1907,20000000,31184024,neutral,subjective,0.504028678,1,69777195,8201472,9159624,9575722,16688793,9899276,20852222,24540500,17.25541647,5584.265753,1907,22.27058207
6.7,73,81,6100613,Warner Bros. Pictures,12-Dec-14,2014,12,5788023,1728,11780,1023,20000000,8110975,neutral,objective,0.890536487,1,-19149367,-8016925,15893748,9575722,19579252,8133748,18199373,12943408,15.90872864,2847.977352,1023,11.51515152
7.4,22,30,4902290,Open Road Films,24-Apr-15,2015,4,6251857,2659,24080,1317,20000000,6485961,neutral,subjective,0.463957518,1,-25211966,-13514039,9159624,11735783,4631468,9899276,-1515354,-590462,15.68515055,2546.754994,1317,18.28397874
6.3,53,52,NA,Open Road Films,26-Feb-16,2016,2,2242407,45,807,91,20000000,12639297,negative,subjective,0.81524241,1,4432271,-12121851,21219696,9575722,13464425,8133748,-1515354,-590462,16.35232133,3555.178898,91,8.868131868
5.9,90,67,54014580,Warner Bros. Pictures,15-Apr-16,2016,4,3739492,1414,12368,755,20000000,54030051,negative,subjective,0.384452194,1,136828156,48935654,9159624,9575722,17156946,9899276,18199373,34076409,17.80505095,7350.513656,755,16.38145695
6.7,78,68,NA,Universal Pictures,3-Jun-16,2016,6,4592924,1370,12836,4064,20000000,9639125,neutral,objective,0.75697881,0.999999982,-38438954,-16628908,9159624,9575722,25328818,8133748,20852222,24540500,16.08134089,3104.694027,4064,3.158464567
6.6,45,54,4711216,Fuego Films,26-Aug-16,2016,8,3549253,405,2054,147,20000000,4712792,neutral,subjective,0.676798761,1,-22042669,-15287208,15035100,-5711485,16053762,8133748,-15287208,4433571,15.36579107,2170.896589,147,13.97278912
6.5,77,68,9437885,Universal Studios,27-Oct-17,2017,10,6344300,766,5559,767,20000000,21497,negative,subjective,0.711855233,1,-53912090,-19978503,9159624,9575722,8319758,8133748,27013117,-19978503,9.975668669,146.6185527,767,7.247718383
8,85,66,132090170,Lionsgate,17-Nov-17,2017,11,1510913,1404,7379,233,20000000,132234669,positive,subjective,0.905324757,1,164750388,58488808,9159624,20979198,24293791,12706625,8496685,10358090,18.7000887,11499.33342,233,31.6695279
4.1,8,36,49968665,Sony Pictures,4-Apr-07,2007,4,571541,85,NA,NA,20000000,49662533,negative,objective,0.473939568,1,124637085,14670045,9159624,18282396,29230478,12706625,21745046,4649015,17.72076134,7047.164891,NA,NA
6.2,63,41,13630226,Lionsgate,17-Apr-09,2009,4,10209,3,13,0,20000000,13684249,neutral,subjective,0.647054374,1,-25932239,-33555782,9159624,9575722,18416293,8133748,8496685,10358090,16.43175602,3699.222756,1,13
7.7,74,70,24571445,Rogue Pictures (Focus),22-Sep-06,2006,9,236701,91,344,20,20000000,6995302,positive,subjective,0.694900572,1,-46978808,-13004698,13819129,18678412,16053762,9899276,-8579915,12943408,15.76074934,2644.863324,20,17.2
3.6,7,16,7233485,TriStar Pictures,27-Jul-07,2007,7,424375,73,264,23,20000000,7498716,neutral,subjective,0.472657859,1,-33265927,-12501284,9159624,9575722,26386918,8133748,-18692788,20441134,15.83024236,2738.378352,23,11.47826087
4.8,19,38,20998,Weinstein Co.,7-Dec-12,2012,12,203541,31,94,20,20000000,20998,neutral,subjective,0.856197774,1,-63441275,1371582,15035100,16829699,27926409,8133748,-19979002,-5552633,9.952182474,144.9068666,20,4.7
7.4,88,65,NA,Warner Bros. Pictures,3-Oct-14,2014,10,1684143,662,4144,244,20000000,2722209,negative,subjective,0.633638799,1,-38079076,-17277791,9159624,6606502,10930973,9899276,18199373,12943408,14.81695424,1649.911816,244,16.98360656
6.5,46,57,11502628,Paramount,15-Sep-06,2006,9,3126758,446,2307,134,20000000,1048950,neutral,subjective,0.436699539,1,-45740441,-12333960,9159624,9575722,27926409,8133748,-18951050,-7914859,13.86330022,1024.182601,134,17.21641791
6.2,NA,46,NA,NA,24-Aug-07,2007,8,1501008,207,3586,86,20000000,25930652,neutral,subjective,0.496859014,1,37240080,-615970,14027331,9575722,27926409,9899276,2061285,4520611,17.0709363,5092.214842,86,41.69767442
6.3,19,32,57330873,Lionsgate,3-Mar-17,2017,3,66229,40,245,20,20000000,57386418,negative,subjective,0.579745531,1,138586729,37386418,9159624,9575722,5537731,9899276,8496685,11630608,17.86531821,7575.382367,20,12.25
7,61,57,17407536,Focus Features,31-Mar-17,2017,3,5125742,1416,16965,1015,20000000,17571660,positive,objective,0.484276235,1,6566308,-9545309,24406305,2386869,12254326,9899276,3463844,-395282,16.68179793,4191.856391,1015,16.71428571
5,65,58,6.00E+05,Entertainment One,17-Aug-12,2012,8,14445434,2733,6831,3793,20500000,763556,negative,subjective,0.429427087,1,-40667921,-17655270,9159624,-10333212,5537731,8133748,-19736444,-19736444,13.54574175,873.8169145,3793,1.800949117
7.5,70,64,36489507,Paramount Pictures,5-Jan-07,2007,1,1151280,821,2235,69,21000000,36605602,neutral,subjective,0.788505971,1,19512033,-3547585,9159624,17808743,13353279,9899276,22280237,20132369,17.41571185,6050.256358,69,32.39130435
6.9,56,59,2.76E+07,Sony/Columbia,12-Oct-07,2007,10,8687,4,63,7,21000000,28563179,neutral,subjective,0.87003547,1,38627414,-6928205,15344220,9575722,19212834,8133748,7563179,20441134,17.167629,5344.453106,7,9
6.1,39,47,16229781,Touchstone Pictures,1-Aug-08,2008,8,549739,202,412,29,21000000,16289867,positive,subjective,0.83223778,1,2438639,-4710133,9159624,9575722,17156946,9899276,-1125237,24118945,16.60605382,4036.070738,29,14.20689655
6,32,50,37714860,Lionsgate,5-Nov-10,2010,11,783600,1849,1615,172,21000000,37729698,neutral,subjective,0.667784631,1,105497641,16729698,9159624,9575722,5919330,8133748,8496685,10358090,17.44595809,6142.450488,172,9.389534884
6.7,61,60,9.00E+05,Summit Entertainment,6-May-11,2011,5,1577395,1727,2104,680,21000000,970816,negative,subjective,0.9672122,1,-44084476,-3008554,9159624,28637514,5919330,9899276,11176802,15758336,13.78589223,985.2999543,680,3.094117647
7.8,92,81,132088910,The Weinstein Company,16-Nov-12,2012,11,342033,45,403,18,21000000,132092958,neutral,subjective,0.600093842,1,229062789,110605382,9159624,9575722,27926409,8133748,4896905,4433571,18.69901646,11493.17006,18,22.38888889
7.3,90,82,48976323,Warner Bros. Pictures,5-Oct-07,2007,10,787791,NA,485,48,21500000,49033882,neutral,subjective,0.675179482,1,84752583,4053353,9159624,9575722,21435050,8133748,18199373,12943408,17.70802209,7002.419725,48,10.10416667
6.6,21,40,35945749,The Weinstein Company,11-Nov-05,2005,11,56670,1,35,6,22000000,36024076,negative,subjective,0.568101406,1,79619674,19019112,14027331,12012154,19212834,8133748,4896905,4433571,17.39969805,6002.005998,6,5.833333333
4.6,9,23,22264487,Sony,12-Aug-05,2005,8,24607,NA,NA,NA,22000000,22400154,negative,subjective,0.91794318,1,-8827777,400154,24565272,9575722,11237616,8133748,2532143,20441134,16.92457839,4732.880096,NA,NA
6.6,59,61,12469811,Paramount Pictures,28-Oct-05,2005,10,414909,213,398,23,22000000,12482775,neutral,subjective,0.593576729,1,-28088761,-20705119,9159624,17808743,17156946,8133748,22280237,20132369,16.33986025,3533.097083,23,17.30434783
6.5,42,40,12641119,Open Road Films,27-Nov-13,2013,11,8614398,2826,20655,787,22000000,20158898,negative,subjective,0.537360847,1,45494562,-1841102,9159624,9575722,13464425,8133748,-1515354,-590462,16.81915634,4489.866145,787,26.24523507
6.8,54,63,8314341,Relativity Media,4-Dec-13,2013,12,4840546,2092,9730,397,22000000,11330849,negative,subjective,0.353065938,1,-26478070,5494714,9159624,12012154,19212834,8133748,4646547,7784057,16.24303956,3366.132647,397,24.50881612
6.3,85,72,27927631,Universal Pictures,5-Feb-16,2016,2,10573522,2505,21751,1928,22000000,30498085,positive,objective,0.470143974,1,23761884,72948048,9159624,27816335,24331030,9899276,20852222,24540500,17.23317445,5522.50713,1928,11.281639
4.3,20,39,20737440,20th Century Fox,19-May-17,2017,5,2635547,18180,10917,49449,22000000,20738724,positive,objective,0.911510289,1,14442858,-1261276,9159624,9575722,29612077,12706625,12579404,13031627,16.84751324,4553.97892,49449,0.220772918
6.4,51,58,11887893,Sony Pictures,17-Nov-17,2017,11,2253518,260,2194,156,22000000,11962778,positive,subjective,0.475502729,1,20534502,6921997,9159624,9575722,8341636,9899276,21745046,20441134,16.29731055,3458.72491,156,14.06410256
4,5,21,NA,Broad Green Pictures,8-Dec-17,2017,12,2293639,34,366,89,22000000,6069605,neutral,objective,0.650319278,1,-28686590,-15930395,9159624,9575722,16360405,9899276,-15230694,-12964739,15.61880409,2463.656835,89,4.112359551
6.2,29,44,90547946,Buena Vista Pictures,28-Sep-07,2007,9,1798469,328,2289,112,22000000,90648202,positive,subjective,0.980764151,1,187014704,36965667,9159624,9575722,41892937,12706625,28777378,24118945,18.32249666,9520.934933,112,20.4375
5.8,22,41,20536106,Overture Films,18-Jan-08,2008,1,30418,3,27,5,22000000,20668843,negative,subjective,0.842608213,1,9809781,-1331157,9159624,9575722,24531120,9899276,1408577,570493,16.84413796,4546.299924,5,5.4
5.7,21,37,46305287,20th Century Fox,28-Feb-14,2014,2,3502039,4699,19156,1669,22000000,59700064,neutral,subjective,0.641576588,0.999999881,150800256,37700064,20369297,9575722,12254326,9899276,12579404,13031627,17.90484365,7726.58165,1669,11.47753146
5.1,13,41,25769067,New Line Cinema,14-Sep-07,2007,9,16845,1,19,1,22000000,25799486,negative,objective,0.933683872,1,26233111,4532408,9159624,9575722,34287939,9899276,11056127,6926138,17.06586513,5079.319443,1,19
6.7,28,35,NA,Sony/Screen Gems,16-Jan-15,2015,1,3358941,382,4060,355,23000000,64460211,negative,subjective,0.754111648,1,115670020,41460211,16312415,9575722,11237616,8133748,17168865,20762074,17.98155871,8028.711665,355,11.43661972
7.4,80,54,20047049,20th Century Fox,26-Feb-16,2016,2,62025,40,631,12,23000000,15789389,neutral,subjective,0.77301687,1,-28842444,-7210611,13428382,20245175,22168589,9899276,12579404,13031627,16.57484869,3973.586415,12,52.58333333
7.2,73,65,6585535,Warner Independent Pictures,14-Sep-07,2007,9,9022,0,13,0,23000000,6777741,neutral,subjective,0.570775926,1,-19495940,-12536804,9159624,9575722,21435050,8133748,-9319999,-9319999,15.72915442,2603.409495,1,13
5.2,41,52,11389715,The Weinstein Company,22-Aug-08,2008,8,52401,3,50,7,23000000,11537046,neutral,objective,0.667333663,1,-55850,-11462954,9159624,9575722,22168589,12706625,4896905,4520611,16.26107381,3396.622734,7,7.142857143
7.1,84,67,40962534,Sony Pictures,7-Oct-11,2011,10,2283543,367,2397,146,23000000,40962534,positive,subjective,0.964409232,1,23844249,-9296116,9159624,9575722,16790528,8133748,21745046,20441134,17.5281684,6400.197966,146,16.41780822
7,84,74,32958840,Universal Studios,16-Feb-07,2007,2,199533,26,109,12,23000000,33231264,neutral,subjective,0.511614203,1,46396857,10231264,42355752,9575722,13353279,9899276,27013117,24540500,17.31900168,5764.656451,12,9.083333333
7.6,94,80,19192510,Walt Disney Pictures,17-Feb-12,2012,2,125053,298,715,27,23000000,19202743,neutral,subjective,0.395108223,1,-23399876,-3797257,20761455,15804181,29429955,18385330,24295569,24118945,16.77056369,4382.093449,27,26.48148148
7.7,90,73,75590286,Sony Pictures/Columbia,2-Oct-09,2009,10,2569380,669,5479,296,23600000,75590286,neutral,subjective,0.732243359,1,81406049,30522105,9159624,9575722,38682813,8133748,19319035,20441134,18.14083834,8694.267422,296,18.51013514
7.2,76,63,70147850,MGM,20-Dec-06,2006,12,1108043,260,3266,96,24000000,70270943,positive,subjective,0.686193883,1,148423598,19512524,15035100,9575722,18200190,12706625,2878820,2869539,18.06786894,8382.776569,96,34.02083333
6.6,65,56,31382624,The Weinstein Company,31-Oct-08,2008,10,56900,2,60,7,24000000,31457946,neutral,subjective,0.481022328,1,53475496,4566203,9159624,9575722,22007079,8133748,4896905,4433571,17.26416216,5608.738361,7,8.571428571
6.5,42,44,23225911,CBS Films,24-Nov-10,2010,11,6947044,1500,6072,335,24000000,23240020,neutral,subjective,0.69117558,1,27846806,1343068,9159624,9575722,13464425,8133748,11551473,11551473,16.96138635,4820.790392,335,18.12537313
5.8,23,38,NA,Sony Pictures,20-Jun-14,2014,6,9254110,2245,21894,3182,24000000,65182182,neutral,subjective,0.467889071,1,154533530,43077262,9159624,9575722,22007079,9899276,21745046,20762074,17.99269671,8073.548291,3182,6.880578253
6.6,90,50,NA,Warner Bros. Pictures,7-Apr-17,2017,4,5072335,926,18695,697,24000000,26869286,neutral,subjective,0.726164937,1,7091528,230292,9159624,9575722,13659922,9899276,18199373,12943408,17.10649441,5183.559202,697,26.82209469
7,88,81,9744477,Sony Pictures Classics,14-Nov-14,2014,11,20497,1,10,1,24000000,12096300,negative,subjective,0.647197247,1,13169161,11817440,14027331,9575722,23211833,8133748,-1688477,-1096370,16.30841018,3477.973548,1,10
7.1,55,56,11008432,Sony Pictures Entertainment,3-Jun-05,2005,6,2683,0,4,0,25000000,11273517,positive,subjective,0.884518206,1,-20830149,45901844,15035100,17808743,23211833,9899276,-1340189,20441134,16.2379669,3357.605843,1,4
6.6,73,59,47124400,Universal Pictures,27-Jan-06,2006,1,16490,0,7,1,25000000,47144110,negative,subjective,0.902302206,1,48711650,31916857,9159624,16829699,29230478,12706625,20852222,24540500,17.66871964,6866.156858,1,7
2.9,4,18,1.55E+06,Fantastic Films International,6-Jan-06,2006,1,831394,359,457,226,25000000,2405420,neutral,subjective,0.651919484,1,-90378320,-18708005,9159624,17808743,13918947,8133748,-22594580,-22594580,14.69323508,1550.941649,226,2.022123894
5.8,43,41,5.41E+07,New Line Cinema,10-Feb-06,2006,2,16600,0,15,1,25000000,54098051,negative,subjective,0.604146957,1,119313368,29098051,9159624,26515417,30979256,8133748,11056127,6926138,17.80630872,7355.137728,1,15
6.8,79,64,71912310,MGM/Dimension,22-Jun-07,2007,6,1370884,467,2681,108,25000000,71985628,neutral,subjective,0.905034363,1,143242608,19019112,9159624,9575722,24186770,9899276,46985628,4520611,18.09197705,8484.434454,108,24.82407407
8.1,91,93,40133435,Paramount Vantage,26-Dec-07,2007,12,1002968,463,2960,88,25000000,40222514,neutral,subjective,0.546750784,1,45719650,-8016925,38433374,9575722,5919330,8133748,-1097270,-3611204,17.50993745,6342.1222,88,33.63636364
5.5,43,55,48237389,Sony Pictures/Columbia,22-Aug-08,2008,8,2087827,170,2749,80,25000000,48237389,positive,subjective,0.979947686,1,62601508,4906335,9159624,9575722,22007079,9899276,19319035,20441134,17.69164498,6945.314176,80,34.3625
6,37,40,19420496,MGM,19-Sep-08,2008,9,35874,2,14,3,25000000,19528602,positive,subjective,0.793238044,1,-14128470,15309057,9159624,14393267,31489814,12706625,2878820,2869539,16.78739072,4419.117785,3,4.666666667
6.5,65,61,10796776,Paramount Pictures,28-Mar-08,2008,3,705180,NA,NA,NA,25000000,10915744,neutral,subjective,0.480908483,1,39753024,-14084256,9159624,9575722,3308115,8133748,22280237,20132369,16.20571671,3303.898304,NA,NA
7.8,58,50,144924285,20th Century Fox,30-Jan-09,2009,1,4231595,3342,5089,174,25000000,145000989,positive,subjective,0.576606691,1,318284460,20914388,58281729,4817545,18416293,9899276,12579404,13031627,18.79225112,12041.63564,174,29.24712644
3.5,18,40,25615792,Paramount Studios,22-May-09,2009,5,7478,0,19,0,25000000,25662155,positive,subjective,0.89623642,1,45578091,662155,9159624,9575722,30451607,9899276,-7228379,20132369,17.0605279,5065.782763,1,19
6.8,86,73,1070524,Freestyle Releasing,25-Nov-09,2009,11,64471,22,147,5,25000000,1190003,positive,subjective,0.612318814,1,-31705828,-1214892,9159624,-11797843,17156946,9899276,-13680536,-10093975,13.98946639,1090.872587,5,29.4
7.3,74,64,8025059,The Weinstein Co./Dimension,25-Nov-09,2009,11,147703,40,100,9,25000000,8117000,negative,subjective,0.731194437,1,-31153666,-12121851,9159624,9575722,15097087,8133748,-16883000,1796841,15.90947119,2849.034924,9,11.11111111
7.4,91,83,83775048,Paramount Pictures,4-Dec-09,2009,12,1266418,142,1598,62,25000000,83823381,neutral,subjective,0.525365949,1,130117112,42559050,9159624,9575722,16688793,8133748,22280237,20132369,18.24422254,9155.510963,62,25.77419355
6.3,29,43,7.96E+07,Sony Pictures/Screen Gems,5-Feb-10,2010,2,9961158,4339,23430,682,25000000,80014842,neutral,subjective,0.728548646,1,100399103,25650118,9159624,9575722,14077578,9899276,22187903,20762074,18.1977227,8945.101565,682,34.35483871
6.4,48,44,2.34E+07,Warner Bros. Pictures,23-Apr-10,2010,4,207841,25,513,20,25000000,23591432,neutral,subjective,0.784670055,1,-4060786,23473826,9159624,9575722,16722852,9899276,18199373,12943408,16.97639415,4857.101193,20,25.65
5.7,12,37,134904,E1 Entertainment,30-Jun-10,2010,6,29549,6,59,2,25000000,137885,positive,subjective,0.920589626,1,-51584544,-21122737,9159624,17808743,22168589,8133748,-24862115,-24862115,11.83417528,371.3286954,2,29.5
