imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,dislikeCount_rc,like_ratio
6.2,62,61,10642511,Miramax,4-Sep-09,2009,9,48463,9,27,6,8000000,10823158,negative,subjective,0.48573187,1,104206377,433625,9159624,9575722,24429385,8133748,3131041,2778936,16.19719866,3289.856836,6,4.5
7.1,85,72,58401464,Sony Pictures/Screen Gems,17-Sep-10,2010,9,8235461,3033,17126,528,8000000,58401464,negative,subjective,0.47976464,1,149489127,35602109,9159624,9575722,27926409,9899276,22187903,20762074,17.88285152,7642.085056,528,32.43560606
6.2,22,36,23264422,Focus Features,31-Jan-14,2014,1,8597429,962,22753,875,8000000,26068955,negative,subjective,0.830310524,1,42700613,18068955,9159624,9575722,22007079,8133748,3463844,-395282,17.0762557,5105.77663,875,26.00342857
7.8,82,74,NA,Fox Searchlight Pictures,12-Jun-15,2015,6,6687294,2310,30979,516,8000000,6758416,neutral,subjective,0.652854443,1,15315361,-1241584,9159624,9575722,17156946,9899276,8804638,9722257,15.7262991,2599.695367,516,60.03682171
6,43,55,NA,MGM,18-Apr-08,2008,4,239858,21,183,20,8000000,109846,neutral,subjective,0.549150646,1,-31560616,-7890154,9159624,9575722,31560944,8133748,2878820,2869539,11.60683466,331.430234,20,9.15
7.1,95,78,NA,s,18-Sep-13,2013,9,29403,33,119,5,8000000,17550872,negative,subjective,0.532251596,1,82942455,5817627,9159624,9575722,27926409,9899276,9550872,9722257,16.68061419,4189.376087,5,23.8
6,66,61,5.00E+05,Magnolia Pictures,10-Aug-12,2012,8,35854,NA,NA,NA,8000000,633210,neutral,objective,0.463023305,1,-11735583,-7366790,18636955,4689591,27926409,8133748,-3184813,-4333005,13.3585574,795.744934,NA,NA
4.8,3,22,2100,Image Entertainment,6-May-11,2011,5,856819,305,856,275,8000000,3669,positive,subjective,0.852001309,1,-32388603,-7996331,9159624,9575722,16307194,8133748,-7996331,-7996331,8.207674424,60.57227088,275,3.112727273
7.2,78,67,2535819,Fox Searchlight Pictures,25-Jul-12,2012,7,194017,38,879,15,8000000,2540106,positive,subjective,0.497344494,1,200361,-17821368,14027331,9575722,16775347,8133748,8804638,9722257,14.74771637,1593.771,15,58.6
5.6,60,66,5.50E+06,A24 Films,14-Jun-13,2013,6,8223591,2158,16148,1067,8000000,5845732,neutral,objective,0.683790982,0.99999949,10444062,-10201538,9159624,40866901,13353279,8133748,5439370,5080916,15.58122238,2417.794863,1067,15.13402062
5.7,53,51,362531,The Weinstein Company,6-Jun-08,2008,6,839859,152,432,86,8000000,408709,neutral,subjective,0.607611179,1,16097384,-7591291,15035100,9575722,11237616,8133748,4896905,-7591291,12.92075869,639.3035273,86,5.023255814
7.9,95,76,NA,Open Road Films,31-Oct-14,2014,10,2311529,98,335,45,8500000,32381217,neutral,objective,0.617151141,1,69123832,6921997,9159624,9575722,19212834,8133748,-1515354,-590462,17.29308909,5690.449631,45,7.444444444
6.1,58,51,19985196,James Patterson Entertainment,7-Oct-16,2016,10,1127130,247,1304,84,8500000,20007149,negative,subjective,0.860553265,0.939052437,68818455,14670045,20082713,11846558,31489814,12706625,11507149,10358090,16.81160022,4472.935166,84,15.52380952
5.9,18,35,35089551,Warner Bros. Pictures,15-Aug-08,2008,8,247109,43,128,55,8500000,35161554,negative,subjective,0.375671566,1,92489315,26661554,9159624,9575722,16178283,12706625,18199373,12943408,17.37546383,5929.717868,55,2.327272727
5.1,16,34,17262017,Fox Searchlight Pictures,27-Sep-13,2013,9,747100,340,1280,103,8500000,21569509,neutral,subjective,0.441059053,1,25508846,13069509,9159624,9575722,11237616,9899276,8804638,9722257,16.88679126,4644.298548,103,12.42718447
7.3,88,74,1.00E+05,IFC Films,18-May-12,2012,5,310041,100,329,18,8900000,211440,neutral,subjective,0.654421031,1,-34754240,-8688560,15618246,4817545,8341636,-3152472,-1947483,-4593538,12.26169655,459.8260541,18,18.27777778
6.2,60,52,2922776,Picturehouse,1-Jun-07,2007,6,84202,11,191,6,9000000,2956339,neutral,subjective,0.599647522,1,-21777219,-6043661,9159624,9575722,23211833,9899276,-15059,1668026,14.89946224,1719.400768,6,31.83333333
8,92,74,24333911,The Weinstein Company,29-Jun-07,2007,6,769317,1226,2048,146,9000000,24540079,neutral,subjective,0.831586421,1,43987914,15540079,26087403,9575722,12291282,9899276,4896905,10358090,17.01581822,4953.794404,146,14.02739726
6.4,63,54,4784111,Focus Features,22-Aug-08,2008,8,91996,21,101,8,9000000,4886216,negative,subjective,0.916287363,1,65828947,-4113784,15035100,9575722,25328818,8133748,3463844,-395282,15.40192874,2210.478681,8,12.625
6.5,56,50,NA,Universal Pictures,18-Jul-14,2014,7,15522485,9652,30405,2119,9000000,71962800,neutral,subjective,0.561296046,1,140624467,64549763,9159624,14393267,30493478,8133748,20852222,24540500,18.09165988,8483.08906,2119,14.34874941
6.6,41,45,15504419,Relativity Media,30-Jan-15,2015,1,1718246,1036,5251,355,9000000,21571189,negative,subjective,0.605716228,1,75177848,6331723,9159624,9575722,5919330,9899276,4646547,7784057,16.88686914,4644.479411,355,14.7915493
6.5,45,48,75311445,Universal Pictures,7-Oct-16,2016,10,4454751,1551,8587,902,9000000,208023,negative,subjective,0.5287866,1,4511014,67958067,15035100,9575722,21435050,8133748,20852222,-4406078,12.24540393,456.0953848,902,9.519955654
6.1,82,65,34904885,Universal Pictures,21-Oct-16,2016,10,190951,36,203,21,9000000,35144505,negative,objective,0.497784108,0.999997341,93966293,24419875,16312415,32654839,29138638,9899276,20852222,24540500,17.37497883,5928.280105,21,9.666666667
7.3,75,62,138120085,Universal Pictures,20-Jan-17,2017,1,4050684,737,4445,447,9000000,138291365,negative,subjective,0.417585254,1,415075643,72899119,9159624,25379903,29138638,9899276,20852222,24540500,18.74487336,11759.7349,447,9.944071588
5.8,52,53,NA,Single Shot Productions,20-Sep-13,2013,9,230708,49,217,25,9000000,18642,positive,objective,0.738133371,0.999999997,-13346812,-8981358,9159624,20718828,19212834,8133748,-8981358,-5487469,9.833172379,136.5357096,25,8.68
6.5,85,78,457847,NEON,25-Aug-17,2017,8,141136,46,292,33,9000000,473771,neutral,subjective,0.654485762,1,-34104916,-8526229,9159624,9575722,5919330,8133748,-1951570,-1951570,13.06847936,688.3102498,33,8.848484848
3.5,4,9,NA,First Look,23-Sep-05,2005,9,143184,19,102,10,9000000,36099,positive,objective,0.874691308,1,-27256815,-8963901,9159624,9575722,22007079,8133748,-8963901,-4537557,10.49402044,189.9973684,10,10.2
6.5,80,68,125475,Magnolia Pictures,2-Aug-13,2013,8,2729729,1631,4443,321,9000000,125687,neutral,objective,0.490963072,0.999999999,-9974632,-8874313,15592980,9575722,26115993,9899276,-3184813,-4333005,11.74154997,354.523624,321,13.8411215
6.2,66,55,5.60E+06,Roadside Attractions,9-Mar-12,2012,3,6889,0,2,0,9000000,7251073,positive,subjective,0.633712113,1,22632672,-1748927,9159624,9575722,27926409,8133748,-6218107,-5768780,15.79666002,2692.781647,1,2
5.9,62,69,442201,Fox Searchlight Pictures,6-Jul-07,2007,7,510918,398,743,58,9000000,482355,neutral,subjective,0.455221564,1,18594168,-8517645,9159624,9575722,35057968,8133748,8804638,9722257,13.08643564,694.5178183,58,12.81034483
6.7,64,64,480926,IFC Films,6-Apr-12,2012,4,124729,14,52,3,9000000,548115,positive,subjective,0.582834303,1,-33807540,-8451885,47786010,696558,17156946,-3152472,-1947483,-4593538,13.2142404,740.3478912,3,17.33333333
7.6,91,84,12830604,Sony Pictures Classics,3-Nov-06,2006,11,1518720,220,1141,68,9400000,12899867,neutral,subjective,0.781729519,1,1476335,3499867,5875476,740066,19579252,8133748,-1688477,-1096370,16.37272756,3591.638484,68,16.77941176
6.4,47,53,NA,Dreamachine,2-May-08,2008,5,47251,20,48,2,9500000,167396,neutral,subjective,0.789529145,1,-43825000,-9332604,14027331,12818563,17156946,-3152472,-9332604,-4593538,12.02811754,409.1405626,2,24
6.8,88,76,1.59E+07,Miramax Films,3-Apr-09,2009,4,603627,66,906,37,9800000,16044025,neutral,subjective,0.813306868,1,44756807,27537225,9159624,9575722,27926409,8133748,-1282213,2778936,16.59084706,4005.499345,37,24.48648649
7.1,87,71,89210468,Ghost House Pictures,26-Aug-16,2016,8,23133226,10040,63437,2557,9900000,89217875,neutral,subjective,0.462615907,1,297089637,79317875,16312415,9575722,31560944,8133748,79317875,20762074,18.30659197,9445.521426,2557,24.80915135
5.8,78,60,23564630,Universal Pictures,14-Oct-16,2016,10,786148,404,4684,259,9900000,23591043,positive,objective,0.63102746,0.999986853,116719214,64794809,9159624,9575722,17609568,8133748,20852222,24540500,16.97637766,4857.061148,259,18.08494208
6.2,28,48,8.02E+07,Lionsgate Films,27-Oct-06,2006,10,11819,1,25,2,10000000,80238724,neutral,subjective,0.569496691,1,222702922,68859594,9159624,18282396,18267440,8133748,17163082,10358090,18.2005168,8957.607047,2,12.5
5.4,17,36,6908651,Fox Atomic,1-Dec-06,2006,12,312392,60,343,30,10000000,7027762,neutral,subjective,0.60059917,1,13600515,-17085502,11196645,9575722,42232052,8133748,-7342817,-2972238,15.76537886,2650.992644,30,11.43333333
5.3,15,32,900926,Screen Gems,7-Sep-07,2007,9,66216,0,NA,NA,10000000,900926,neutral,subjective,0.682893872,1,3379078,-3129310,9159624,9575722,11237616,8133748,13604476,20762074,13.7111784,949.1712174,NA,NA
6.6,79,63,17533514,Picturehouse,20-Jun-08,2008,6,359100,130,835,43,10000000,17657973,positive,subjective,0.698970973,1,30505127,7657973,9159624,18282396,24293791,18385330,-15059,1668026,16.68669797,4202.139098,43,19.41860465
6.2,19,28,NA,Fox Searchlight Pictures,30-Oct-09,2009,10,1286313,694,2935,206,10000000,113682,neutral,subjective,0.488800883,1,-27189465,4082404,9159624,9575722,27518622,9899276,8804638,9722257,11.64116036,337.1676141,206,14.24757282
5.8,27,39,15000327,Paramount Vantage,14-Aug-09,2009,8,16650,5,8,1,10000000,15122676,negative,subjective,0.747406602,1,48107345,5122676,9159624,9575722,11237616,8133748,-1097270,-3611204,16.5317059,3888.7885,1,8
5.9,35,47,34712,Roadside Attractions,19-Feb-10,2010,2,1174046,99,1883,146,10000000,100688,positive,subjective,0.99426657,1,-14285822,-9899312,9159624,9575722,22007079,8133748,-6218107,-5768780,11.51978191,317.3137249,146,12.89726027
5.5,47,43,8.00E+06,Universal/Rogue Pictures,21-May-10,2010,5,349927,68,198,40,10000000,8525600,neutral,subjective,0.645005524,1,11036324,-5917637,15344220,9575722,27129868,8133748,-1474400,24540500,15.95858396,2919.86301,40,4.95
6.6,69,65,3.60E+06,Apparition,19-Mar-10,2010,3,2019502,1350,3389,167,10000000,3573673,neutral,subjective,0.846175313,1,41358931,-6426327,9159624,9575722,25022175,8133748,-2076569,-1882341,15.08910448,1890.416092,167,20.29341317
3.3,0,9,2331318,Sony Pictures,9-Sep-11,2011,9,807561,1227,1245,1976,10000000,2529395,negative,subjective,0.732615232,1,-38030734,-7470605,9159624,9575722,11237616,8133748,21745046,20441134,14.7434907,1590.407181,1976,0.630060729
6.7,55,59,7.10E+06,Focus Features,22-Jun-12,2012,6,1122586,114,557,20,10000000,7078738,neutral,subjective,0.567167878,1,25323976,-2921262,9159624,9575722,26334703,8133748,3463844,-395282,15.7726062,2660.589784,20,27.85
7.3,78,62,46377022,20th Century Fox,4-May-12,2012,5,9727,0,9,0,10000000,46412041,negative,subjective,0.518270254,1,105363601,13338325,8270300,31073946,27926409,9899276,12579404,9722257,17.65306949,6812.638329,1,9
6.6,64,51,38996694,20th Century Fox,6-Mar-15,2015,3,1067217,221,2736,123,10000000,33078266,positive,subjective,0.701158822,1,72058565,13338325,9159624,12012154,17156946,12706625,12579404,9722257,17.31438701,5751.370793,123,22.24390244
7,77,58,4242318,Bleecker Street,20-Mar-15,2015,3,2187837,375,3299,184,10000000,5637066,neutral,subjective,0.500682473,1,2839009,-4362934,9159624,9575722,31248148,8133748,-4362934,-9000515,15.54487428,2374.250619,184,17.92934783
4.8,9,34,21818536,Gramercy Pictures,8-Jan-16,2016,1,2028408,477,3743,1511,10000000,26594261,neutral,objective,0.780136049,0.999999999,66377044,16594261,15893748,9575722,42232052,9899276,16594261,-395282,17.096206,5156.962381,1511,2.477167439
6,53,55,NA,Universal Pictures,1-Jul-16,2016,7,8459682,8876,33098,2156,10000000,79213375,neutral,subjective,0.468211889,1,227529174,64549763,9159624,14393267,30493478,8133748,20852222,24540500,18.18765572,8900.189605,2156,15.35157699
4.9,11,28,29740655,Sony Pictures,9-Sep-16,2016,9,1844803,1192,9701,495,10000000,29747603,positive,subjective,0.532123923,1,109575833,19747603,9159624,9575722,26609076,9899276,21745046,20762074,17.20825912,5454.13632,495,19.5979798
5.9,34,39,36462005,Lionsgate,27-Oct-17,2017,10,16336953,11556,76907,5244,10000000,38052832,neutral,objective,0.722984016,1,134423477,38154408,9159624,18282396,33783160,8133748,8496685,10358090,17.45448607,6168.697756,5244,14.6657132
7.2,87,79,13578173,Focus Features,5-Aug-05,2005,8,71452,12,72,3,10000000,13744960,negative,subjective,0.809214056,1,6738863,3744960,9159624,14393267,30250360,8133748,3463844,-395282,16.43618277,3707.419588,3,24
5.5,8,30,55865715,Universal Pictures,7-Jan-05,2005,1,783968,255,529,49,10000000,56386759,neutral,subjective,0.639683604,1,122183415,46386759,9159624,20718828,37280184,9899276,20852222,24540500,17.84774492,7509.111732,49,10.79591837
6.8,81,75,NA,Picturehouse,9-Jun-06,2006,6,42791,6,81,3,10000000,20342852,positive,subjective,0.413473934,1,24009870,10342852,9391374,9575722,31248148,9899276,-15059,1668026,16.82824016,4510.305089,3,27
5.9,17,36,63270259,Lionsgate Films,26-Oct-07,2007,10,18505,0,21,2,10000000,63300095,neutral,objective,0.506157458,0.999999997,173558462,68859594,9159624,18282396,31360854,8133748,17163082,10358090,17.96339739,7956.135683,2,10.5
5.2,15,30,7485689,New Line Cinema,1-Feb-08,2008,2,5994,0,1,0,10000000,7563670,negative,subjective,0.507972896,1,44010915,-2436330,9159624,9575722,21625480,9899276,11056127,6926138,15.83886708,2750.212719,1,1
5.7,30,37,515643,First Look Pictures,23-May-08,2008,5,765470,237,583,64,10000000,580862,neutral,objective,0.740593255,0.999999092,3069592,-9419138,8548282,9575722,27231603,8133748,-2324385,-4537557,13.27226849,762.1430312,64,9.109375
4.7,20,34,50081,Freestyle Releasing,23-Oct-09,2009,10,84349,10,102,10,10000000,93388,positive,subjective,0.685618341,1,-37645398,-9906612,9159624,9575722,17156946,9899276,-13680536,-10093975,11.44451814,305.5945026,10,10.2
7,55,50,152857,Samuel Goldwyn Films,29-Oct-10,2010,10,1617713,805,5335,133,10000000,158898,negative,subjective,0.867038488,1,12569851,-9841102,9159624,12012154,5919330,8133748,-6587461,-113299,11.97601777,398.6201199,133,40.11278195
6.3,86,70,6.80E+06,Fox Searchlight Pictures,11-Feb-11,2011,2,1249726,386,923,88,10000000,6861102,neutral,subjective,0.464920282,1,38213253,11032179,9159624,9575722,11237616,8133748,8804638,9722257,15.74137863,2619.370535,88,10.48863636
6.2,93,79,487578,The Weinstein Company,2-Dec-11,2011,12,1582242,1063,2854,120,10000000,757195,positive,subjective,0.879727185,1,-9879414,-9242805,9159624,2436432,14179313,8133748,4896905,4433571,13.5373761,870.1695237,120,23.78333333
6.7,79,62,1.80E+06,Independent Pictures,27-Jul-12,2012,7,111406,12,76,5,10000000,1987762,negative,subjective,0.621238112,1,28189196,-8012238,9159624,9575722,19212834,8133748,-8012238,-5585090,14.50251994,1409.880137,5,15.2
6.1,37,38,6842058,LD Entertainment,30-Nov-12,2012,11,4174672,1534,6162,477,10000000,6842058,positive,subjective,0.909358859,1,-11510805,777086,9159624,9575722,29138638,8133748,-3157942,-5585090,15.73859912,2615.732785,477,12.91823899
6.6,17,37,1063723,Ten Furlongs LLC.,23-May-14,2014,5,477274,111,684,27,10000000,1064454,neutral,subjective,0.656292975,1,-35742184,-8935546,11196645,9575722,5919330,9899276,-8935546,-8935546,13.87797255,1031.7238,27,25.33333333
7,72,62,8021168,The Weinstein Company,25-Dec-14,2014,12,3874562,1299,14892,381,10000000,14482031,neutral,subjective,0.716547251,1,39708464,3690052,18636955,18282396,13353279,9899276,4896905,4433571,16.4884192,3805.526376,381,39.08661417
7.8,99,94,48285330,A24 Films,3-Nov-17,2017,11,12055708,3011,65430,2248,10000000,48727873,neutral,objective,0.768612683,1,116159977,38727873,28094734,9575722,17156946,8133748,5439370,5080916,17.70176177,6980.535295,2248,29.10587189
6.1,22,43,541457,Lakeshore Entertainment,21-Oct-16,2016,10,231211,120,800,46,10000000,544098,negative,subjective,0.489237726,1,-31327321,-9455902,9159624,20979198,8341636,8133748,-7050964,10358090,13.20688466,737.6299885,46,17.39130435
7,86,83,NA,Paramount Pictures,30-Mar-16,2016,3,99549,10,92,4,10000000,3400278,neutral,objective,0.67333436,1,-7387337,-1214892,9159624,9575722,11237616,8133748,22280237,20132369,15.03936775,1843.984273,4,23
6.2,52,51,3.00E+05,Radius-TWC,9-Aug-13,2013,8,3054707,610,4733,285,10000000,356582,neutral,objective,0.57240504,0.99999992,55042902,-19286836,9159624,9575722,10930973,8133748,540457,-5552633,12.78431951,597.1448735,285,16.60701754
4.6,0,22,3771397,Open Road Films,14-Oct-16,2016,10,1487407,846,3808,768,10000000,3818664,positive,subjective,0.721181989,1,-18994467,-3358027,9159624,12012154,32675007,9899276,-1515354,-590462,15.15541118,1954.14022,768,4.958333333
6.4,50,51,652355,Exclusive Releasing,4-Oct-13,2013,10,1926623,359,3196,144,10000000,653651,neutral,objective,0.683371663,1,-7028450,-22151871,9159624,9575722,20336097,9899276,-9346349,-9346349,13.39032885,808.4868583,144,22.19444444
6.5,20,31,4219536,Focus Features,16-Jun-17,2017,6,1507023,1202,12045,894,10000000,4504974,negative,subjective,0.852541864,1,36745469,-1117034,9159624,9575722,19212834,9899276,3463844,-395282,15.32069268,2122.492403,894,13.47315436
7.8,91,76,NA,A24 Films,1-Dec-17,2017,12,7130859,4978,65511,1534,10000000,21120616,neutral,subjective,0.633103848,1,46738076,11120616,9159624,9575722,22168589,8133748,5439370,5080916,16.86576018,4595.717137,1534,42.70599739
5.9,16,33,55325526,Lionsgate,27-Mar-09,2009,3,4184038,3210,5858,380,10000000,55389516,neutral,subjective,0.51626265,1,62131297,45389516,9159624,18282396,37280184,9899276,8496685,10358090,17.82990089,7442.413318,380,15.41578947
5.6,21,28,16399999,Rogue Pictures (Focus),19-Jan-07,2007,1,2738,0,6,0,10000000,5844868,neutral,subjective,0.82839781,1,12993196,-4155132,9159624,9575722,25812535,8133748,-8579915,28670269,15.58107457,2417.616181,1,6
6.5,43,47,11001271,Warner Bros. Pictures,20-Apr-07,2007,4,46426,7,36,2,10500000,11052958,negative,subjective,0.982684791,1,14596833,552958,9159624,9575722,27926409,9899276,18199373,12943408,16.21820864,3324.598923,2,18
6.4,78,77,10542504,Focus Features,23-Jun-17,2017,6,1210272,486,3452,521,10500000,1100000,neutral,objective,0.641600609,0.989979941,-29230316,-10201538,14027331,9575722,16790528,8133748,3463844,24540500,13.91082074,1048.808848,521,6.62571977
5.5,NA,49,NA,NA,16-Mar-07,2007,3,20247,NA,NA,NA,11000000,12550605,positive,subjective,0.792167664,1,11502301,7433992,9159624,23884293,27926409,8133748,2061285,9722257,16.34527943,3542.683305,NA,NA
4.6,64,57,90535406,Walt Disney Pictures,24-Oct-08,2008,10,1559552,NA,NA,NA,11000000,90559416,negative,subjective,0.381630152,1,196090456,79559416,9159624,9575722,35531407,18385330,24295569,24118945,18.32151672,9516.271118,NA,NA
7.3,59,57,37665012,Fox Searchlight Pictures,17-Oct-08,2008,10,71331,31,154,6,11000000,37770162,neutral,objective,0.649361491,1,60812347,17194444,9159624,9575722,5919330,9899276,8804638,9722257,17.44702998,6145.743405,6,25.66666667
6,39,30,27669413,Lionsgate,23-Oct-09,2009,10,620880,480,811,90,11000000,27693292,negative,subjective,0.407873869,1,136951659,16693292,9159624,35223377,31360854,8133748,8496685,10358090,17.13670078,5262.441639,90,9.011111111
7.3,55,51,NA,The Weinstein Company,1-Apr-15,2015,4,965874,217,1597,100,11000000,33307793,neutral,subjective,0.660078943,1,66977511,22307793,13196632,2436432,12254326,9899276,4896905,4433571,17.32130195,5771.29041,100,15.97
7.8,87,73,33782714,Acacia Filmed Entertainment,4-Aug-17,2017,8,1638610,635,8324,400,11000000,33800859,neutral,objective,0.503264368,0.999987283,113381402,22800859,9159624,20718828,21435050,8133748,22800859,4433571,17.33599677,5813.850617,400,20.81
7.5,93,93,9666762,CBS Films,6-Dec-13,2013,12,7740,0,1,1,11000000,13235319,neutral,subjective,0.59048897,1,24477027,72948048,9159624,16829699,20010532,8133748,11551473,11551473,16.3983995,3638.037795,1,1
7.6,90,77,5314096,NEON,8-Dec-17,2017,12,896175,324,3969,205,11000000,29509808,neutral,objective,0.526115894,1,53552763,4532408,9159624,9575722,22168589,8133748,-1951570,-1951570,17.20023324,5432.29307,205,19.36097561
7.3,93,82,810666,Warner Bros. Pictures,5-Aug-05,2005,8,10154,0,13,1,12000000,870067,neutral,subjective,0.709821224,1,-32210152,-11129933,9159624,9575722,33471548,12706625,18199373,12943408,13.6763255,932.7738204,1,13
7.3,58,58,440994,Dreamworks Distribution LLC,30-Sep-05,2005,9,55934,16,134,2,12000000,627844,neutral,subjective,0.630314767,1,-11748466,-11372156,9159624,9575722,10930973,9899276,16844233,9044111,13.35004701,792.366077,2,67
6.9,74,63,18742061,New Line Cinema,11-Mar-05,2005,3,227440,26,251,22,12000000,18761993,neutral,subjective,0.466886103,1,11974134,6331723,9159624,20245175,17156946,8133748,11056127,6926138,16.74734373,4331.51163,22,11.40909091
5.3,51,51,18562160,20th Century Fox,3-Mar-06,2006,3,5553597,1021,8955,454,12000000,18597342,neutral,subjective,0.863375306,1,19745262,8882172,9159624,9575722,29230478,12706625,12579404,13031627,16.73852923,4312.463565,454,19.7246696
5.5,20,36,28364748,Lionsgate,6-Oct-06,2006,10,746811,255,833,110,12000000,28444855,positive,subjective,0.548704505,1,69865553,16444855,9159624,9575722,22007079,9899276,8496685,10358090,17.16347786,5333.371823,110,7.572727273
6.5,19,48,65269010,Buena Vista Pictures,11-Aug-06,2006,8,521138,30,354,30,12000000,65328121,neutral,subjective,0.619632006,1,187294743,50068387,9159624,9575722,22432838,9899276,28777378,24118945,17.99493314,8082.581333,30,11.8
7.4,82,70,5802820,MGM/Sidney Kimmel Entertainment,12-Oct-07,2007,10,12679,0,14,0,12000000,5972884,neutral,subjective,0.435463727,1,1297549,4532408,15035100,18282396,27926409,9899276,-6027116,2869539,15.60274045,2443.948445,1,14
6.3,55,65,1197472,Sony Classics,7-Mar-08,2008,3,121238,7,82,6,12000000,1507990,neutral,subjective,0.561284482,1,17230190,-5958091,9159624,18282396,19111099,9899276,-10492010,-1096370,14.2262882,1228.002443,6,13.66666667
7,66,65,8134217,Sony Pictures,5-Dec-08,2008,12,136531,19,NA,NA,12000000,8195551,neutral,objective,0.780068159,0.999988506,-13699703,-3804449,9159624,9575722,25022175,8133748,21745046,20441134,15.919102,2862.787278,NA,NA
6,59,53,31691811,Screen Gems,10-Oct-08,2008,10,718712,751,846,168,12000000,31691811,neutral,subjective,0.528745651,1,94646337,15015420,9159624,9575722,29138638,8133748,13604476,20762074,17.27156888,5629.548028,168,5.035714286
6.3,81,71,16295033,Paramount Studios,9-Dec-11,2011,12,5748093,858,3952,739,12000000,16311571,negative,subjective,0.837347627,1,64042499,42559050,9159624,9575722,17156946,8133748,-7228379,20132369,16.60738529,4038.758596,739,5.347767253
6.6,54,51,91547205,Sony/Screen Gems,20-Apr-12,2012,4,5076712,1784,10685,512,12000000,91547205,negative,subjective,0.596242607,1,198969682,43077262,9159624,9575722,22007079,9899276,17168865,20762074,18.3323653,9568.030362,512,20.86914063
7.7,91,86,11348612,Paramount Pictures,15-Nov-13,2013,11,1133628,424,1316,94,12000000,17654912,neutral,subjective,0.781977057,1,25547130,34119536,15035100,9575722,26334703,8133748,22280237,20132369,16.6865246,4201.774863,94,14
7.6,92,77,NA,The Weinstein Company,22-Nov-13,2013,11,687498,216,906,65,12000000,37709979,neutral,subjective,0.670913458,1,79595434,1371582,9159624,16829699,10930973,9899276,4896905,4433571,17.44543531,6140.845137,65,13.93846154
6.8,70,58,1.70E+06,Fox Searchlight Pictures,1-Mar-13,2013,3,2970882,135,1125,71,12000000,1714221,neutral,subjective,0.479712963,1,-34734060,-10285779,9159624,716831,16790528,8133748,8804638,9722257,14.35446931,1309.282628,71,15.84507042
5.6,9,26,42428931,Sony/Screen Gems,12-Sep-14,2014,9,3210059,876,5974,376,12000000,181600,negative,subjective,0.991979837,1,-10429743,-11818400,9159624,9575722,13293504,9899276,17168865,-11818400,12.10956175,426.1455151,376,15.88829787
6.4,37,47,NA,Paramount Pictures,30-Jan-15,2015,1,8936033,2942,20667,1294,12000000,22348241,neutral,subjective,0.467797428,1,41392964,10348241,9159624,9575722,26115993,9899276,22280237,20132369,16.92225817,4727.392622,1294,15.97140649
5.1,16,32,14301001,Broad Green Pictures,14-Jul-17,2017,7,3855331,150,712,165,12000000,14301505,neutral,subjective,0.482680678,1,11286274,2301505,9159624,18282396,28757040,9899276,-15230694,-12964739,16.47587533,3781.733068,165,4.315151515
5.7,32,41,26353346,Open Road Films,8-Sep-17,2017,9,1384700,189,1111,465,12000000,27020284,positive,subjective,0.437461138,1,56706164,15020284,9159624,9575722,27926409,9899276,-1515354,-590462,17.1120984,5198.103885,465,2.389247312
7.2,NA,66,NA,NA,13-Oct-17,2017,10,917730,626,4014,526,12000000,10051659,neutral,objective,0.81844908,1,13072984,-1948341,9159624,9575722,10930973,9899276,2061285,-590462,16.12324825,3170.435144,526,7.631178707
6.3,51,68,5490967,Warner Independent Pictures,17-Nov-06,2006,11,4755,1,20,1,12000000,5549923,negative,subjective,0.686841249,0.999999999,-26349296,-6450077,14027331,9575722,11237616,9899276,-9319999,-9319999,15.52929461,2355.827455,1,20
6.7,84,82,12748504,Sony Pictures Classics,3-Oct-08,2008,10,965544,NA,658,98,12000000,12796841,neutral,subjective,0.486950338,1,7453612,796841,9159624,9575722,16688793,8133748,-1688477,-1096370,16.3647089,3577.267253,98,6.714285714
5.9,44,51,21520719,20th Century Fox,14-May-10,2010,5,3008266,878,8045,235,12000000,21540363,positive,subjective,0.582551539,1,50450921,13315163,9159624,9575722,34287939,12706625,12579404,9722257,16.88543908,4641.159661,235,34.23404255
7.1,63,50,1187711,Anchor Bay Entertainment,11-Mar-11,2011,3,1769645,1086,2246,111,12000000,1188194,neutral,subjective,0.657164812,1,-3497703,-10811806,9159624,9575722,13353279,8133748,-8608467,-8139904,13.98794507,1090.043118,111,20.23423423
6.6,87,73,7918283,Roadside Attractions,14-Sep-12,2012,9,1047169,219,854,94,12000000,7919574,positive,subjective,0.948773324,1,-2064016,-4080426,9159624,627943,16790528,8133748,-6218107,-5768780,15.88484797,2814.173769,94,9.085106383
5.1,21,41,793352,Sony Pictures Classics,20-Apr-12,2012,4,37508,33,99,78,12000000,793815,neutral,subjective,0.716307938,1,33394188,-11206185,9159624,9575722,27926409,9899276,-1688477,-1096370,13.58460572,890.9629622,78,1.269230769
